date,smp,load,pv
2018-05-10 9:00,90.48,11.669,109.679
2018-05-10 10:00,90.46,11.073,135.231
2018-05-10 11:00,90.45,10.761,149.718
2018-05-10 12:00,88.04,10.398,153.237
2018-05-10 13:00,90.43,10.276,109.39
2018-05-10 14:00,91.96,10.31,136.002
2018-05-10 15:00,91.96,10.406,110.041
2018-05-10 16:00,91.96,10.724,71.858
2018-05-10 17:00,91.97,11.756,36.158
2018-05-10 18:00,91.41,13.46,6.846
2018-05-10 19:00,91.42,16.281,0
2018-05-10 20:00,90.31,16.825,0
2018-05-10 21:00,89.57,17.682,0
2018-05-10 22:00,89.8,17.496,0
2018-05-10 23:00,89.29,16.113,0
2018-05-11 0:00,85.32,14.477,0
2018-05-11 1:00,84.94,13.481,0
2018-05-11 2:00,84.83,12.994,0
2018-05-11 3:00,84.35,13.214,0
2018-05-11 4:00,84.91,12.788,0
2018-05-11 5:00,85.42,12.898,0
2018-05-11 6:00,85.56,13.945,0.048
2018-05-11 7:00,89.37,15.514,2.531
2018-05-11 8:00,89.66,14.324,10.751
2018-05-11 9:00,89.8,12.569,58.238
2018-05-11 10:00,89.92,11.443,113.68
2018-05-11 11:00,89.66,11.008,103.556
2018-05-11 12:00,85.87,10.537,120.261
2018-05-11 13:00,89.69,9.875,120.767
2018-05-11 14:00,90.7,10.631,71.52
2018-05-11 15:00,90.7,10.349,47.897
2018-05-11 16:00,90.7,10.813,44.691
2018-05-11 17:00,90.71,11.443,11.956
2018-05-11 18:00,90.71,13.901,1.639
2018-05-11 19:00,90.72,16.904,0
2018-05-11 20:00,90.01,17.686,0
2018-05-11 21:00,89.33,17.046,0
2018-05-11 22:00,89.34,17.049,0
2018-05-11 23:00,87.83,16.341,0
2018-05-12 0:00,87.97,15.982,0
2018-05-12 1:00,85.72,15.105,0
2018-05-12 2:00,85.68,13.424,0
2018-05-12 3:00,84.86,13.272,0
2018-05-12 4:00,84.86,13.71,0
2018-05-12 5:00,85.6,12.706,0
2018-05-12 6:00,86.34,12.651,0
2018-05-12 7:00,86.33,14.536,2.145
2018-05-12 8:00,89.17,15.26,5.351
2018-05-12 9:00,89.16,15.906,5.713
2018-05-12 10:00,89.16,14.298,5.472
2018-05-12 11:00,88.69,14.431,4.17
2018-05-12 12:00,85.34,14.048,3.134
2018-05-12 13:00,86.32,13.816,3.085
2018-05-12 14:00,86.32,13.856,4.146
2018-05-12 15:00,86.32,13.878,4.725
2018-05-12 16:00,86.32,13.859,0.94
2018-05-12 17:00,86.32,14.789,0
2018-05-12 18:00,89.82,15.691,0
2018-05-12 19:00,90.68,16.808,0
2018-05-12 20:00,90.68,17.699,0
2018-05-12 21:00,90.68,17.097,0
2018-05-12 22:00,89.47,17.946,0
2018-05-12 23:00,87.05,16.936,0
2018-05-13 0:00,83.92,14.853,0
2018-05-13 1:00,83.24,13.808,0
2018-05-13 2:00,82.83,12.924,0
2018-05-13 3:00,82.83,12.709,0
2018-05-13 4:00,82.83,12.016,0
2018-05-13 5:00,82.83,11.085,0
2018-05-13 6:00,82.83,11.71,7.376
2018-05-13 7:00,82.8,13.302,19.742
2018-05-13 8:00,81.32,13.954,41.726
2018-05-13 9:00,81.32,13.667,53.972
2018-05-13 10:00,81.32,13.414,83.067
2018-05-13 11:00,81.19,13.036,92.95
2018-05-13 12:00,80.55,13.559,103.122
2018-05-13 13:00,80.7,12.853,100.76
2018-05-13 14:00,83.51,12.564,109.125
2018-05-13 15:00,83.51,13.472,73.593
2018-05-13 16:00,83.95,13.553,71.665
2018-05-13 17:00,85.93,13.742,41.196
2018-05-13 18:00,87.7,14.886,8.557
2018-05-13 19:00,87.81,16.706,0
2018-05-13 20:00,87.97,18.011,0
2018-05-13 21:00,88.02,17.346,0
2018-05-13 22:00,86.84,17.305,0
2018-05-13 23:00,85.57,17.847,0
2018-05-14 0:00,81.81,16.687,0
2018-05-14 1:00,73.05,14.536,0
2018-05-14 2:00,67.24,13.826,0
2018-05-14 3:00,67.02,13.362,0
2018-05-14 4:00,79.72,13.34,0
2018-05-14 5:00,81.99,12.873,0
2018-05-14 6:00,85.07,13.642,1.832
2018-05-14 7:00,86.42,15.035,10.606
2018-05-14 8:00,92.01,13.735,20.031
2018-05-14 9:00,92.01,12.261,30.421
2018-05-14 10:00,92.01,11.712,47.391
2018-05-14 11:00,92.01,11.273,72.147
2018-05-14 12:00,90.93,11.107,115.874
2018-05-14 13:00,91.22,10.671,119.996
2018-05-14 14:00,92.17,9.779,102.64
2018-05-14 15:00,92.17,10.481,94.011
2018-05-14 16:00,92.17,10.845,67.856
2018-05-14 17:00,92.17,11.746,38.183
2018-05-14 18:00,92.03,12.656,12.872
2018-05-14 19:00,92.03,17.129,0.482
2018-05-14 20:00,90.44,18.001,0
2018-05-14 21:00,89.32,18.415,0
2018-05-14 22:00,89.26,17.937,0
2018-05-14 23:00,88.9,16.419,0
2018-05-15 0:00,85.12,14.971,0
2018-05-15 1:00,85.13,13.692,0
2018-05-15 2:00,84.42,12.456,0
2018-05-15 3:00,84.26,11.514,0
2018-05-15 4:00,84.42,11.943,0
2018-05-15 5:00,85.24,12.285,0
2018-05-15 6:00,86.65,14.333,9.401
2018-05-15 7:00,89.61,14.981,37.194
2018-05-15 8:00,91.05,12.898,67.856
2018-05-15 9:00,91.04,12.226,98.88
2018-05-15 10:00,91.02,11.691,110.474
2018-05-15 11:00,91,11.087,133.085
2018-05-15 12:00,86.41,10.813,140.317
2018-05-15 13:00,93.83,10.228,133.736
2018-05-15 14:00,93.62,10.418,89.069
2018-05-15 15:00,93.62,10.307,68.724
2018-05-15 16:00,93.83,10.629,41.124
2018-05-15 17:00,91.85,12.639,11.209
2018-05-15 18:00,91.53,15.053,2.579
2018-05-15 19:00,91.95,16.029,0
2018-05-15 20:00,90.69,18.66,0
2018-05-15 21:00,89.56,16.93,0
2018-05-15 22:00,87.88,16.976,0
2018-05-15 23:00,87.65,15.406,0
2018-05-16 0:00,86.03,14.328,0
2018-05-16 1:00,84.45,12.476,0
2018-05-16 2:00,83.75,11.43,0
2018-05-16 3:00,83.75,11.106,0
2018-05-16 4:00,83.89,11.555,0
2018-05-16 5:00,84.07,12.335,0
2018-05-16 6:00,85.47,12.741,0
2018-05-16 7:00,89.56,15.283,0
2018-05-16 8:00,93.47,16.208,0.627
2018-05-16 9:00,93.47,14.856,3.809
2018-05-16 10:00,93.47,13.107,24.395
2018-05-16 11:00,93.47,12.139,22.804
2018-05-16 12:00,86.4,12.64,0.747
2018-05-16 13:00,91.15,11.983,8.148
2018-05-16 14:00,93.89,12.498,6.484
2018-05-16 15:00,93.89,12.427,8.533
2018-05-16 16:00,93.89,12.295,6.171
2018-05-16 17:00,94.02,13.837,1.495
2018-05-16 18:00,94.02,16.187,0
2018-05-16 19:00,94.33,17.842,0
2018-05-16 20:00,93.22,17.572,0
2018-05-16 21:00,90.59,18.204,0
2018-05-16 22:00,90.12,16.867,0
2018-05-16 23:00,89.35,16.945,0
2018-05-17 0:00,85.13,14.272,0
2018-05-17 1:00,84.21,12.808,0
2018-05-17 2:00,84.31,12.657,0
2018-05-17 3:00,83.6,12.356,0
2018-05-17 4:00,83.66,11.523,0
2018-05-17 5:00,83.69,11.993,0
2018-05-17 6:00,85.86,13.186,0
2018-05-17 7:00,87.8,15.827,0.627
2018-05-17 8:00,90.32,14.929,0.072
2018-05-17 9:00,90.44,13.707,5.761
2018-05-17 10:00,90.44,12.489,10.486
2018-05-17 11:00,90.52,11.883,60.842
2018-05-17 12:00,87.97,12.084,12.583
2018-05-17 13:00,90.52,11.523,5.496
2018-05-17 14:00,94.36,12.412,8.967
2018-05-17 15:00,94.36,11.373,9.353
2018-05-17 16:00,94.36,12.386,2.411
2018-05-17 17:00,94.37,12.825,1.615
2018-05-17 18:00,93.88,15.98,0
2018-05-17 19:00,93.88,17.349,0
2018-05-17 20:00,90.83,17.935,0
2018-05-17 21:00,90.32,18.861,0
2018-05-17 22:00,89.45,17.62,0
2018-05-17 23:00,89.11,15.993,0
2018-05-18 0:00,84.74,14.906,0
2018-05-18 1:00,84.36,13.47,0
2018-05-18 2:00,83.64,12.195,0
2018-05-18 3:00,83.58,11.609,0
2018-05-18 4:00,83.64,11.468,0
2018-05-18 5:00,83.64,11.917,0
2018-05-18 6:00,84.56,13.345,0.121
2018-05-18 7:00,86.4,15.89,2.531
2018-05-18 8:00,89.35,14.535,11.137
2018-05-18 9:00,90.82,12.707,14.897
2018-05-18 10:00,90.87,11.3,12.414
2018-05-18 11:00,90.86,11.805,16.392
2018-05-18 12:00,88.82,11.375,32.229
2018-05-18 13:00,90.86,10.818,28.637
2018-05-18 14:00,93.52,10.127,41.63
2018-05-18 15:00,93.34,10.545,54.333
2018-05-18 16:00,93.34,11.134,55.008
2018-05-18 17:00,93.34,11.241,49.175
2018-05-18 18:00,91.53,12.398,19.019
2018-05-18 19:00,91.53,14.466,0.579
2018-05-18 20:00,90.36,16.477,0
2018-05-18 21:00,89.37,17.244,0
2018-05-18 22:00,88.94,16.562,0
2018-05-18 23:00,87.39,15.553,0
2018-05-19 0:00,82.92,13.696,0
2018-05-19 1:00,81.89,12.354,0
2018-05-19 2:00,82.34,11.851,0
2018-05-19 3:00,81.54,11.449,0
2018-05-19 4:00,82.25,11.691,0
2018-05-19 5:00,82.31,11.579,0.121
2018-05-19 6:00,82.27,12.223,12.438
2018-05-19 7:00,82.31,14.404,46.981
2018-05-19 8:00,84.3,13.791,85.067
2018-05-19 9:00,84.3,13.032,117.513
2018-05-19 10:00,84.3,12.161,142.028
2018-05-19 11:00,84.29,12.268,154.225
2018-05-19 12:00,83.53,11.892,157.624
2018-05-19 13:00,83.48,11.685,152.466
2018-05-19 14:00,83.39,11.027,139.594
2018-05-19 15:00,83.34,10.936,118.911
2018-05-19 16:00,83.94,10.321,88.346
2018-05-19 17:00,83.94,12.197,52.14
2018-05-19 18:00,83.94,12.745,17.187
2018-05-19 19:00,83.95,13.174,0.699
2018-05-19 20:00,83.95,15.964,0
2018-05-19 21:00,83.96,15.574,0
2018-05-19 22:00,83.96,16.12,0
2018-05-19 23:00,84.01,14.93,0
2018-05-20 0:00,72.73,14.622,0
2018-05-20 1:00,67.47,13.595,0
2018-05-20 2:00,67.47,12.103,0
2018-05-20 3:00,67.47,11.937,0
2018-05-20 4:00,67.47,11.364,0
2018-05-20 5:00,67.47,11.179,0.217
2018-05-20 6:00,67.47,11.391,8.075
2018-05-20 7:00,67.47,11.894,25.552
2018-05-20 8:00,67.47,12.691,45.077
2018-05-20 9:00,67.47,13.75,49.97
2018-05-20 10:00,67.47,13.122,80.584
2018-05-20 11:00,67.47,13.532,50.814
2018-05-20 12:00,66.54,13.737,64.433
2018-05-20 13:00,67.47,13.311,49.512
2018-05-20 14:00,67.47,12.599,68.941
2018-05-20 15:00,67.47,12.303,87.02
2018-05-20 16:00,67.47,13.133,79.162
2018-05-20 17:00,84.47,12.875,51.995
2018-05-20 18:00,73.37,12.739,17.838
2018-05-20 19:00,84.58,14.14,0.603
2018-05-20 20:00,84.78,15.869,0
2018-05-20 21:00,84.52,17.429,0
2018-05-20 22:00,81.93,18.821,0
2018-05-20 23:00,73.37,16.707,0
2018-05-21 0:00,67.19,14.612,0
2018-05-21 1:00,66.29,13.814,0
2018-05-21 2:00,63.23,12.732,0
2018-05-21 3:00,63.33,12.118,0
2018-05-21 4:00,67.19,11.544,0
2018-05-21 5:00,67.3,11.895,0.145
2018-05-21 6:00,78.86,13.382,13.282
2018-05-21 7:00,84.1,13.318,48.042
2018-05-21 8:00,85.99,12.571,85.863
2018-05-21 9:00,85.99,11.388,117.875
2018-05-21 10:00,85.99,10.313,136.388
2018-05-21 11:00,85.88,10.384,148.85
2018-05-21 12:00,84.21,10.21,144.294
2018-05-21 13:00,85.88,10.32,132.531
2018-05-21 14:00,89.36,10.269,99.531
2018-05-21 15:00,89.46,9.921,50.115
2018-05-21 16:00,90.67,10.142,46.162
2018-05-21 17:00,90.67,10.384,46.812
2018-05-21 18:00,89.65,13.411,15.235
2018-05-21 19:00,89.65,15.575,1.519
2018-05-21 20:00,85.99,18.24,0
2018-05-21 21:00,85.73,17.605,0
2018-05-21 22:00,85.61,16.36,0
2018-05-21 23:00,85.73,16.02,0
2018-05-22 0:00,83.57,14.739,0
2018-05-22 1:00,83.59,13.734,0
2018-05-22 2:00,82.98,12.339,0
2018-05-22 3:00,83.01,12.377,0
2018-05-22 4:00,83.01,12.695,0
2018-05-22 5:00,83.28,12.362,0.241
2018-05-22 6:00,84.09,12.631,13.161
2018-05-22 7:00,83.95,11.938,37.797
2018-05-22 8:00,85.26,12.728,47.343
2018-05-22 9:00,85.72,11.285,58.648
2018-05-22 10:00,87.65,11.646,78.414
2018-05-22 11:00,87.54,11.555,86.972
2018-05-22 12:00,87.54,10.713,52.598
2018-05-22 13:00,88.96,11.363,34.398
2018-05-22 14:00,88.96,11.715,19.815
2018-05-22 15:00,88.97,11.541,21.743
2018-05-22 16:00,89,11.693,10.534
2018-05-22 17:00,88.86,14.234,4.411
2018-05-22 18:00,88.51,15.656,1.302
2018-05-22 19:00,88.86,17.136,0
2018-05-22 20:00,88.1,17.075,0
2018-05-22 21:00,85.93,17.619,0
2018-05-22 22:00,85.21,16.443,0
2018-05-22 23:00,85.26,16.154,0
2018-05-23 0:00,81.46,14.848,0
2018-05-23 1:00,73.04,13.303,0
2018-05-23 2:00,66.78,12.567,0
2018-05-23 3:00,66.8,12.308,0
2018-05-23 4:00,67.25,11.746,0
2018-05-23 5:00,85.51,12.116,0.362
2018-05-23 6:00,85.54,13.706,13.499
2018-05-23 7:00,85.54,12.698,46.933
2018-05-23 8:00,89.67,12.936,83.669
2018-05-23 9:00,91.13,11.676,117.055
2018-05-23 10:00,90.96,10.685,141.908
2018-05-23 11:00,90.39,9.327,156.347
2018-05-23 12:00,87.42,9.97,160.903
2018-05-23 13:00,90.65,10.108,156.515
2018-05-23 14:00,93.47,9.767,143.836
2018-05-23 15:00,93.47,9.702,120.671
2018-05-23 16:00,106.62,10.158,88.924
2018-05-23 17:00,93.47,12.057,53.297
2018-05-23 18:00,93.56,13.194,18.151
2018-05-23 19:00,106.63,15.955,1.133
2018-05-23 20:00,90.6,17.331,0
2018-05-23 21:00,89.4,17.725,0
2018-05-23 22:00,89.3,16.788,0
2018-05-23 23:00,89.06,15.213,0
2018-05-24 0:00,87.59,14.119,0
2018-05-24 1:00,84.34,13.455,0
2018-05-24 2:00,84.47,12.603,0
2018-05-24 3:00,84.54,11.649,0
2018-05-24 4:00,84.67,11.829,0
2018-05-24 5:00,85.25,12.446,0.362
2018-05-24 6:00,87.88,13.803,12.535
2018-05-24 7:00,86.78,14.703,41.75
2018-05-24 8:00,90.65,11.592,76.365
2018-05-24 9:00,92.84,11.155,107.895
2018-05-24 10:00,93.03,9.877,132.434
2018-05-24 11:00,92.94,10.252,144.101
2018-05-24 12:00,92.76,10.327,148.03
2018-05-24 13:00,94.28,9.373,145.548
2018-05-24 14:00,93.97,9.311,134.435
2018-05-24 15:00,93.97,9.614,111.68
2018-05-24 16:00,93.97,10.166,81.307
2018-05-24 17:00,94.04,10.688,47.536
2018-05-24 18:00,90.39,12.187,16.85
2018-05-24 19:00,90.4,15.655,1.711
2018-05-24 20:00,89.33,17.76,0
2018-05-24 21:00,88.96,17.49,0
2018-05-24 22:00,87.72,16.114,0
2018-05-24 23:00,86.65,15.609,0
2018-05-25 0:00,87.13,14.251,0
2018-05-25 1:00,84.36,12.812,0
2018-05-25 2:00,84.4,11.947,0
2018-05-25 3:00,84.4,11.258,0
2018-05-25 4:00,84.54,11.194,0
2018-05-25 5:00,84.67,11.978,0.313
2018-05-25 6:00,85.54,13.142,13.282
2018-05-25 7:00,85.69,13.789,45.029
2018-05-25 8:00,89.49,12.457,81.789
2018-05-25 9:00,90.05,10.984,112.909
2018-05-25 10:00,90.03,11.099,135.11
2018-05-25 11:00,90.02,10.822,146.054
2018-05-25 12:00,88.52,11.128,146.873
2018-05-25 13:00,90.63,10.005,126.529
2018-05-25 14:00,90.95,9.422,101.917
2018-05-25 15:00,90.95,9.661,82.681
2018-05-25 16:00,90.95,10.419,60.48
2018-05-25 17:00,90,11.274,40.208
2018-05-25 18:00,89.48,13,18.055
2018-05-25 19:00,89.48,14.7,1.977
2018-05-25 20:00,89.13,15.913,0
2018-05-25 21:00,86.9,16.676,0
2018-05-25 22:00,85.74,16.344,0
2018-05-25 23:00,85.85,16.254,0
2018-05-26 0:00,87.34,14.386,0
2018-05-26 1:00,84.49,13.491,0
2018-05-26 2:00,84.41,12.938,0
2018-05-26 3:00,84.41,12.738,0
2018-05-26 4:00,84.41,12.152,0
2018-05-26 5:00,85.67,11.873,0.386
2018-05-26 6:00,86.43,13.329,13.957
2018-05-26 7:00,87.84,13.092,43.896
2018-05-26 8:00,87.65,13.43,77.113
2018-05-26 9:00,87.46,13.036,106.666
2018-05-26 10:00,89.37,11.343,128.071
2018-05-26 11:00,88.92,10.83,139.015
2018-05-26 12:00,85.93,11.629,144.149
2018-05-26 13:00,88.79,13.204,33.675
2018-05-26 14:00,89.14,12.438,0
2018-05-26 15:00,88.82,11.707,0
2018-05-26 16:00,88.83,11.865,0
2018-05-26 17:00,88.03,12.444,0
2018-05-26 18:00,88.73,13.431,0
2018-05-26 19:00,89.16,14.866,0
2018-05-26 20:00,93.63,16.897,0
2018-05-26 21:00,93.64,16.738,0
2018-05-26 22:00,93.05,16.149,0
2018-05-26 23:00,87.61,16.291,0
2018-05-27 0:00,84.09,14.759,0
2018-05-27 1:00,83.01,13.883,0
2018-05-27 2:00,81.21,13.854,0
2018-05-27 3:00,81.21,12.651,0
2018-05-27 4:00,81.21,12.414,0
2018-05-27 5:00,109.66,11.38,0.53
2018-05-27 6:00,140.73,12.32,11.86
2018-05-27 7:00,109.66,11.523,25.527
2018-05-27 8:00,78.47,13.35,43.438
2018-05-27 9:00,81.18,13.945,74.726
2018-05-27 10:00,80.99,13.501,61.782
2018-05-27 11:00,80.83,12.481,83.043
2018-05-27 12:00,80.68,12.82,85.043
2018-05-27 13:00,83.68,13.581,85.477
2018-05-27 14:00,83.68,12.722,77.257
2018-05-27 15:00,83.68,13.345,67.471
2018-05-27 16:00,84.12,12.609,57.395
2018-05-27 17:00,89.9,12.541,32.759
2018-05-27 18:00,89.39,13.556,12.631
2018-05-27 19:00,89.17,15.713,2.627
2018-05-27 20:00,90.17,17.323,0
2018-05-27 21:00,87.03,16.937,0
2018-05-27 22:00,86.45,16.313,0
2018-05-27 23:00,86.5,16.037,0
2018-05-28 0:00,83.51,14.656,0
2018-05-28 1:00,78.5,13.029,0
2018-05-28 2:00,73.04,11.995,0
2018-05-28 3:00,73.03,11.551,0
2018-05-28 4:00,78.25,11.115,0
2018-05-28 5:00,83.5,11.342,0.41
2018-05-28 6:00,85.03,13.089,13.885
2018-05-28 7:00,85.73,14.99,43.173
2018-05-28 8:00,89.55,12.302,78.439
2018-05-28 9:00,89.7,11.037,104.834
2018-05-28 10:00,90.71,9.715,124.913
2018-05-28 11:00,90.27,9.919,136.243
2018-05-28 12:00,86.29,11.057,139.931
2018-05-28 13:00,90.82,10.83,141.884
2018-05-28 14:00,92.36,10.082,131.084
2018-05-28 15:00,92.06,9.306,111.439
2018-05-28 16:00,92.58,10.103,81.572
2018-05-28 17:00,92.58,9.907,49.85
2018-05-28 18:00,92.58,11.589,20.031
2018-05-28 19:00,92.58,15.172,2.29
2018-05-28 20:00,89.7,16.875,0
2018-05-28 21:00,90.28,16.5,0
2018-05-28 22:00,89.08,15.896,0
2018-05-28 23:00,86.7,15.239,0
